6,Positions,Positions,Positions,Positions,Positions,Positions,Positions,Positions,Positions,Positions,Positions,Positions,Positions,Positions,,,,,,,,
7,Time,Position,Symbol,Type,Volume,Price,S / L,T / P,Time,Price,Commission,Swap,Profit,Profit,,,,,,,,
1767,2025.11.27 18:35:49,465118354,JPN225,buy,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,0.05,50064.95,,,2025.11.27 18:35:50,50061.05,0.0,0.0,0.0,0.0
1768,2025.11.27 18:35:51,465118365,JPN225,buy,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,0.05,50064.95,,,2025.11.27 18:35:52,50061.05,0.0,0.0,0.0,0.0
1769,2025.11.27 18:35:53,465118372,JPN225,buy,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,0.05,50061.95,,,2025.11.27 18:35:54,50058.05,0.0,0.0,0.0,0.0
1770,2025.11.27 18:35:55,465118392,JPN225,buy,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,0.05,50061.95,,,2025.11.27 18:35:56,50058.05,0.0,0.0,0.0,0.0
1771,2025.11.27 18:35:57,465118405,JPN225,buy,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,0.05,50061.95,,,2025.11.27 18:35:58,50058.05,0.0,0.0,0.0,0.0
1772,2025.11.27 18:35:59,465118412,JPN225,buy,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,0.05,50061.95,,,2025.11.27 18:36:00,50058.05,0.0,0.0,0.0,0.0
1773,2025.11.28 18:35:01,465698343,JPN225,buy,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,0.05,50171.25,,,2025.11.28 18:35:02,50165.05,0.0,0.0,0.0,0.0
1774,2025.11.28 18:35:03,465698354,JPN225,buy,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,0.05,50171.25,,,2025.11.28 18:35:04,50165.05,0.0,0.0,0.0,0.0
1775,2025.11.28 18:35:05,465698363,JPN225,buy,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,0.05,50171.25,,,2025.11.28 18:35:06,50165.05,0.0,0.0,0.0,0.0
1776,2025.11.28 18:35:07,465698376,JPN225,buy,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,0.05,50171.25,,,2025.11.28 18:35:08,50165.05,0.0,0.0,0.0,0.0
1777,2025.11.28 18:35:09,465698394,JPN225,buy,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,Indices Tester,0.05,50171.25,,,2025.11.28 18:35:10,50160.05,0.0,0.0,-0.01,-0.01
1778,2025.12.05 21:51:29,469517445,SP500,buy,,,,,,,,,0.05,6871.14,6700.00,,2025.12.05 21:57:21,6874.75,0.0,0.0,0.18,0.18
1779,2025.12.08 21:48:59,470301510,NAS100,buy,,,,,,,,,0.05,25565.64,,,2025.12.08 21:49:51,25568.95,0.0,0.0,0.17,0.17
1780,2025.12.08 22:07:54,470303963,NAS100,buy,,,,,,,,,0.02 / 0.12,25552.64,24437.00,,2025.12.08 22:08:29,25552.95,0.0,0.0,0.01,0.01
1781,2025.12.11 04:00:00,471701268,SP500,buy,250024,250024,250024,250024,250024,250024,250024,250024,0.2,6864.26,6803.16,,2025.12.12 18:38:15,6802.64,0.0,-0.24,-12.32,-12.32
1782,2025.12.11 05:00:01,471728151,SP500,sell,250021,250021,250021,250021,250021,250021,250021,250021,0.2,6844.74,6905.98,6754.93,2025.12.11 23:06:18,6905.95,0.0,0.0,-12.24,-12.24
1783,2025.12.11 18:00:00,472196779,SP500,buy,250064,250064,250064,250064,250064,250064,250064,250064,0.2,6868.36,6805.25,6945.29,2025.12.12 18:37:53,6804.84,0.0,-0.24,-12.7,-12.7
1784,2025.12.12 05:00:02,472381926,SP500,buy,250008,250008,250008,250008,250008,250008,250008,250008,0.2,6906.56,6843.19,,2025.12.12 17:30:04,6842.73,0.0,0.0,-12.77,-12.77
1785,2025.12.12 18:00:00,472842578,SP500,sell,250033,250033,250033,250033,250033,250033,250033,250033,0.2,6825.75,6895.96,,2025.12.19 22:00:00,6835.27,0.0,-1.68,-1.9,-1.9
1786,2025.12.15 17:00:00,473463511,SP500,buy,250024,250024,250024,250024,250024,250024,250024,250024,0.2,6834.05,6773.86,,2025.12.16 09:44:06,6773.75,0.0,-0.24,-12.06,-12.06
1787,2025.12.17 20:00:00,474851918,SP500,sell,250075,250075,250075,250075,250075,250075,250075,250075,0.2,6745.73,6817.71,,2025.12.19 16:44:12,6818.28,0.0,-0.48,-14.51,-14.51
1788,2025.12.19 20:00:01,475971400,SP500,buy,250021,250021,250021,250021,250021,250021,250021,250021,0.2,6835.58,6774.69,6925.74,2025.12.24 18:12:28,6925.83,0.0,-1.2,18.05,18.05
1789,2025.12.22 01:05:01,476051251,SP500,buy,250006,250006,250006,250006,250006,250006,250006,250006,0.2,6850.88,6789.23,6937.81,2025.12.26 01:14:03,6937.92,0.0,-0.96,17.41,17.41
1790,2025.12.29 02:00:01,478335560,US30,buy,,,,,,,,,0.02,48733.12,48714.21,48809.46,2025.12.29 04:57:51,48714.18,0.0,0.0,-0.38,-0.38
1791,2025.12.29 14:00:00,478733279,US30,buy,,,,,,,,,0.02,48716.12,48693.06,48809.06,2025.12.29 14:05:20,48693.18,0.0,0.0,-0.46,-0.46
1792,,,,,,,,,,,,,,,,,,,,,,
1793,Orders,Orders,Orders,Orders,Orders,Orders,Orders,Orders,Orders,Orders,Orders,Orders,Orders,Orders,,,,,,,,
1794,Open Time,Order,Symbol,Type,Volume,Price,S / L,T / P,Time,State,State,Comment,Comment,Comment,,,,,,,,
1795,2024.08.07 13:40:38,261181889,US30,buy,0.01 / 0.01,market,38000.00,,2024.08.07 13:40:38,filled,filled,,,,,,,,,,,
1796,2024.08.07 13:40:51,261181985,US30,sell,0.01 / 0.01,market,,,2024.08.07 13:40:51,filled,filled,,,,,,,,,,,
1797,2024.08.08 04:00:02,261467925,US30,buy,0.02 / 0.02,market,38455.74,39176.82,2024.08.08 04:00:02,filled,filled,505028,505028,505028,,,,,,,,
1798,2024.08.08 16:52:49,261773595,US30,sell,0.02 / 0.02,39176.82,,,2024.08.08 16:52:49,filled,filled,[tp 39176.82],[tp 39176.82],[tp 39176.82],,,,,,,,
1799,2024.08.09 12:00:00,262076026,US30,buy,0.02 / 0.02,market,39376.30,39806.72,2024.08.09 12:00:00,filled,filled,505035,505035,505035,,,,,,,,
1800,2024.08.09 12:00:00,262076027,SP500,buy,0.01 / 0.01,market,5257.06,5433.40,2024.08.09 12:00:00,filled,filled,69038,69038,69038,,,,,,,,
1801,2024.08.09 15:31:47,262155507,US30,sell,0.02 / 0.02,39376.30,,,2024.08.09 15:31:47,filled,filled,[sl 39376.30],[sl 39376.30],[sl 39376.30],,,,,,,,
1802,2024.08.09 16:00:00,262169269,US30,sell,0.02 / 0.02,market,39559.44,39103.24,2024.08.09 16:00:00,filled,filled,505026,505026,505026,,,,,,,,
1803,2024.08.09 20:00:00,262295775,US30,sell,0.02 / 0.02,market,39665.65,39235.23,2024.08.09 20:00:00,filled,filled,505035,505035,505035,,,,,,,,
1804,2024.08.09 20:16:56,262300923,US30,buy,0.02 / 0.02,39559.44,,,2024.08.09 20:16:56,filled,filled,[sl 39559.44],[sl 39559.44],[sl 39559.44],,,,,,,,
1805,2024.08.12 04:00:00,262434487,US30,buy,0.02 / 0.02,market,39241.18,39868.20,2024.08.12 04:00:00,filled,filled,505011,505011,505011,,,,,,,,
1806,2024.08.12 04:00:00,262434495,US30,buy,0.02 / 0.02,market,,,2024.08.12 04:00:00,filled,filled,505035,505035,505035,,,,,,,,
1807,2024.08.12 08:00:11,262472731,US30,buy,0.02 / 0.02,market,39277.74,39998.82,2024.08.12 08:00:11,filled,filled,505028,505028,505028,,,,,,,,
1808,2024.08.12 16:00:00,262642893,US30,buy,0.02 / 0.02,market,39333.80,39866.30,2024.08.12 16:00:00,filled,filled,505049,505049,505049,,,,,,,,
1809,2024.08.12 16:47:14,262685773,US30,sell,0.02 / 0.02,39333.80,,,2024.08.12 16:47:14,filled,filled,[sl 39333.80],[sl 39333.80],[sl 39333.80],,,,,,,,
1810,2024.08.12 16:53:12,262691604,US30,sell,0.02 / 0.02,39277.74,,,2024.08.12 16:53:12,filled,filled,[sl 39277.74],[sl 39277.74],[sl 39277.74],,,,,,,,
1811,2024.08.12 16:57:30,262696079,US30,sell,0.02 / 0.02,39241.18,,,2024.08.12 16:57:30,filled,filled,[sl 39241.18],[sl 39241.18],[sl 39241.18],,,,,,,,
1812,2024.08.13 04:00:00,262872616,US30,buy,0.01 / 0.01,market,39181.95,39701.68,2024.08.13 04:00:00,filled,filled,505003,505003,505003,,,,,,,,
1813,2024.08.13 19:21:28,263250979,US30,sell,0.01 / 0.01,39701.68,,,2024.08.13 19:21:28,filled,filled,[tp 39701.68],[tp 39701.68],[tp 39701.68],,,,,,,,
1814,2024.08.13 20:00:00,263264326,US30,sell,0.01 / 0.01,market,39935.92,39308.90,2024.08.13 20:00:00,filled,filled,505011,505011,505011,,,,,,,,
1815,2024.08.13 22:49:34,263298517,SP500,sell,0.01 / 0.01,5433.40,,,2024.08.13 22:49:34,filled,filled,[tp 5433.40],[tp 5433.40],[tp 5433.40],,,,,,,,
1816,2024.08.14 04:00:00,263325399,US30,buy,0.01 / 0.01,market,,,2024.08.14 04:00:00,filled,filled,505011,505011,505011,,,,,,,,
1817,2024.08.14 20:00:00,263735393,US30,buy,0.01 / 0.01,market,39849.05,40378.00,2024.08.14 20:00:00,filled,filled,505057,505057,505057,,,,,,,,
1818,2024.08.15 04:00:01,263791644,US30,buy,0.01 / 0.01,market,39874.20,40318.01,2024.08.15 04:00:01,filled,filled,505007,505007,505007,,,,,,,,
1819,2024.08.15 08:00:05,263833593,US30,sell,0.01 / 0.01,market,,,2024.08.15 08:00:19,filled,filled,505007,505007,505007,,,,,,,,
1820,2024.08.15 08:00:19,263833621,US30,sell,0.01 / 0.01,market,40304.78,39642.80,2024.08.15 08:00:19,filled,filled,505018,505018,505018,,,,,,,,
1821,2024.08.15 15:36:32,263996905,US30,buy,0.01 / 0.01,40304.78,,,2024.08.15 15:36:32,filled,filled,[sl 40304.78],[sl 40304.78],[sl 40304.78],,,,,,,,
1822,2024.08.15 15:46:53,264012904,US30,sell,0.01 / 0.01,40378.00,,,2024.08.15 15:46:53,filled,filled,[tp 40378.00],[tp 40378.00],[tp 40378.00],,,,,,,,
1823,2024.08.16 20:00:00,264589496,SP500,buy,0.01 / 0.01,market,5477.91,5651.19,2024.08.16 20:00:00,filled,filled,69042,69042,69042,,,,,,,,
1824,2024.08.19 04:00:04,264722712,SP500,sell,0.01 / 0.01,market,,,2024.08.19 04:00:04,filled,filled,69042,69042,69042,,,,,,,,
1825,2024.08.19 16:00:00,264963576,US30,buy,0.01 / 0.01,market,40464.16,41001.24,2024.08.19 16:00:00,filled,filled,505027,505027,505027,,,,,,,,
1826,2024.08.19 20:00:00,265105927,US30,sell,0.01 / 0.01,market,,,2024.08.19 20:00:00,filled,filled,505027,505027,505027,,,,,,,,
1827,2024.08.21 12:00:01,265791687,SP500,buy,0.01 / 0.01,market,5510.93,5687.00,2024.08.21 12:00:01,filled,filled,69025,69025,69025,,,,,,,,
1828,2024.08.21 20:00:00,266058635,US30,sell,0.01 / 0.01,market,41036.44,40580.24,2024.08.21 20:00:00,filled,filled,505026,505026,505026,,,,,,,,
1829,2024.08.22 08:00:09,266177010,US30,buy,0.01 / 0.01,market,40636.64,41357.72,2024.08.22 08:00:09,filled,filled,505028,505028,505028,,,,,,,,
1830,2024.08.22 20:31:36,266543787,US30,sell,0.01 / 0.01,40636.64,,,2024.08.22 20:31:36,filled,filled,[sl 40636.64],[sl 40636.64],[sl 40636.64],,,,,,,,
1831,2024.08.22 20:55:42,266549705,US30,buy,0.01 / 0.01,40580.24,,,2024.08.22 20:55:42,filled,filled,[tp 40580.24],[tp 40580.24],[tp 40580.24],,,,,,,,
1832,2024.08.23 04:00:05,266592516,US30,sell,0.01 / 0.01,market,40948.68,40570.52,2024.08.23 04:00:05,filled,filled,505064,505064,505064,,,,,,,,
1833,2024.08.23 16:34:49,266820734,US30,buy,0.01 / 0.01,40948.68,,,2024.08.23 16:34:49,filled,filled,[sl 40948.68],[sl 40948.68],[sl 40948.68],,,,,,,,
1834,2024.08.27 16:00:00,267814351,US30,buy,0.01 / 0.01,market,40914.34,41635.42,2024.08.27 16:00:00,filled,filled,505028,505028,505028,,,,,,,,
1835,2024.08.28 20:56:40,268491478,US30,sell,0.01 / 0.01,40914.34,,,2024.08.28 20:56:40,filled,filled,[sl 40914.34],[sl 40914.34],[sl 40914.34],,,,,,,,
1836,2024.08.29 20:00:00,268976914,SP500,buy,0.01 / 0.01,market,5563.28,5756.02,2024.08.29 20:00:00,filled,filled,69007,69007,69007,,,,,,,,
1837,2024.08.29 20:00:00,268976933,SP500,buy,0.01 / 0.01,market,5555.04,5731.38,2024.08.29 20:00:00,filled,filled,69038,69038,69038,,,,,,,,
1838,2024.08.30 04:00:04,269043468,SP500,buy,0.01 / 0.01,market,5513.16,5711.17,2024.08.30 04:00:04,filled,filled,69010,69010,69010,,,,,,,,
1839,2024.08.30 12:00:07,269170279,SP500,sell,0.01 / 0.01,market,,,2024.08.30 12:00:07,filled,filled,69038,69038,69038,,,,,,,,
1840,2024.08.30 12:00:07,269170280,SP500,buy,0.01 / 0.01,market,5530.16,5706.50,2024.08.30 12:00:07,filled,filled,69038,69038,69038,,,,,,,,
1841,2024.08.30 18:11:01,269394650,US30,buy,0.01 / 0.01,market,39000.00,43000.00,2024.08.30 18:11:01,filled,filled,,,,,,,,,,,
1842,2024.08.30 18:11:07,269394723,US30,sell,0.01 / 0.01,market,,,2024.08.30 18:11:07,filled,filled,,,,,,,,,,,
1843,2024.08.30 18:12:35,269395616,US30,buy,0.01 / 0.01,market,38888.00,43333.00,2024.08.30 18:12:35,filled,filled,,,,,,,,,,,
1844,2024.08.30 18:12:45,269395748,US30,sell,0.01 / 0.01,market,,,2024.08.30 18:12:45,filled,filled,,,,,,,,,,,
1845,2024.08.30 18:15:43,269398200,US30,buy,0.01 / 0.01,market,38888.00,43333.00,2024.08.30 18:15:43,filled,filled,,,,,,,,,,,
1846,2024.08.30 18:15:56,269398286,US30,sell,0.01 / 0.01,market,,,2024.08.30 18:15:57,filled,filled,,,,,,,,,,,
1847,2024.08.30 20:00:00,269449421,US30,buy,0.01 / 0.01,market,41037.44,41758.52,2024.08.30 20:00:00,filled,filled,505028,505028,505028,,,,,,,,
1848,2024.08.30 22:01:38,269476045,US30,buy,0.01 / 0.01,market,39999.00,44000.00,2024.08.30 22:01:38,filled,filled,,,,,,,,,,,
1849,2024.08.30 22:02:02,269476086,US30,sell,0.01 / 0.01,market,,,2024.08.30 22:02:02,filled,filled,,,,,,,,,,,
1850,2024.08.30 22:08:08,269476887,US30,buy,0.01 / 0.01,market,38888.00,43333.00,2024.08.30 22:08:08,filled,filled,,,,,,,,,,,
1851,2024.08.30 22:08:31,269476911,US30,sell,0.01 / 0.01,market,,,2024.08.30 22:08:31,filled,filled,,,,,,,,,,,
1852,2024.08.30 22:13:58,269477583,US30,buy,0.01 / 0.01,market,37777.00,43333.00,2024.08.30 22:13:58,filled,filled,,,,,,,,,,,
1853,2024.08.30 22:14:33,269477631,US30,sell,0.01 / 0.01,market,,,2024.08.30 22:14:33,filled,filled,,,,,,,,,,,
1854,2024.09.03 16:00:00,270237887,US30,sell,0.02 / 0.02,market,41550.60,41018.10,2024.09.03 16:00:00,filled,filled,505049,505049,505049,,,,,,,,
1855,2024.09.03 17:49:47,270352156,SP500,sell,0.01 / 0.01,5563.28,,,2024.09.03 17:49:47,filled,filled,[sl 5563.28],[sl 5563.28],[sl 5563.28],,,,,,,,
1856,2024.09.03 20:00:00,270407201,US30,sell,0.02 / 0.02,market,41276.95,40757.22,2024.09.03 20:00:00,filled,filled,505003,505003,505003,,,,,,,,
1857,2024.09.03 21:00:30,270424521,US30,sell,0.01 / 0.01,41037.44,,,2024.09.03 21:00:30,filled,filled,[sl 41037.44],[sl 41037.44],[sl 41037.44],,,,,,,,
1858,2024.09.03 21:01:51,270425193,US30,buy,0.02 / 0.02,41018.10,,,2024.09.03 21:01:51,filled,filled,[tp 41018.10],[tp 41018.10],[tp 41018.10],,,,,,,,
1859,2024.09.03 22:35:02,270442401,SP500,sell,0.01 / 0.01,5530.16,,,2024.09.03 22:35:02,filled,filled,[sl 5530.16],[sl 5530.16],[sl 5530.16],,,,,,,,
1860,2024.09.03 22:41:16,270444335,SP500,sell,0.01 / 0.01,5513.16,,,2024.09.03 22:41:16,filled,filled,[sl 5513.16],[sl 5513.16],[sl 5513.16],,,,,,,,
1861,2024.09.03 22:46:40,270445471,SP500,sell,0.01 / 0.01,5510.93,,,2024.09.03 22:46:40,filled,filled,[sl 5510.93],[sl 5510.93],[sl 5510.93],,,,,,,,
1862,2024.09.04 04:00:00,270484085,US30,buy,0.02 / 0.02,market,40578.78,41205.80,2024.09.04 04:00:00,filled,filled,505011,505011,505011,,,,,,,,
1863,2024.09.04 08:00:02,270532558,US30,sell,0.02 / 0.02,market,,,2024.09.04 08:00:02,filled,filled,505011,505011,505011,,,,,,,,
1864,2024.09.04 08:00:02,270532560,US30,sell,0.02 / 0.02,market,40936.65,40407.70,2024.09.04 08:00:02,filled,filled,505057,505057,505057,,,,,,,,
1865,2024.09.04 08:00:02,270532562,US30,sell,0.02 / 0.02,market,41037.93,40511.03,2024.09.04 08:00:02,filled,filled,505065,505065,505065,,,,,,,,
1866,2024.09.04 16:00:00,270764919,US30,sell,0.02 / 0.02,market,41061.60,40617.79,2024.09.04 16:00:00,filled,filled,505007,505007,505007,,,,,,,,
1867,2024.09.04 16:00:00,270764929,US30,sell,0.02 / 0.02,market,41106.84,40569.76,2024.09.04 16:00:00,filled,filled,505027,505027,505027,,,,,,,,
1868,2024.09.04 16:27:14,270782702,US30,buy,0.02 / 0.02,40936.65,,,2024.09.04 16:27:14,filled,filled,[sl 40936.65],[sl 40936.65],[sl 40936.65],,,,,,,,
1869,2024.09.04 16:36:27,270791155,US30,buy,0.02 / 0.02,41037.93,,,2024.09.04 16:36:27,filled,filled,[sl 41037.93],[sl 41037.93],[sl 41037.93],,,,,,,,
1870,2024.09.04 16:37:51,270792307,US30,buy,0.02 / 0.02,41061.60,,,2024.09.04 16:37:51,filled,filled,[sl 41061.60],[sl 41061.60],[sl 41061.60],,,,,,,,
1871,2024.09.04 17:44:34,270870694,US30,buy,0.02 / 0.02,41106.84,,,2024.09.04 17:44:34,filled,filled,[sl 41106.84],[sl 41106.84],[sl 41106.84],,,,,,,,
1872,2024.09.04 20:00:00,270932110,US30,sell,0.02 / 0.02,market,41161.97,40534.95,2024.09.04 20:00:00,filled,filled,505011,505011,505011,,,,,,,,
1873,2024.09.05 08:00:00,271044061,SP500,buy,0.01 / 0.01,market,5427.52,5600.80,2024.09.05 08:00:00,filled,filled,69042,69042,69042,,,,,,,,
1874,2024.09.05 18:01:17,271398430,US30,buy,0.02 / 0.02,40757.22,,,2024.09.05 18:01:17,filled,filled,[tp 40757.22],[tp 40757.22],[tp 40757.22],,,,,,,,
1875,2024.09.05 19:16:10,271439153,US30,buy,0.02 / 0.02,40534.95,,,2024.09.05 19:16:10,filled,filled,[tp 40534.95],[tp 40534.95],[tp 40534.95],,,,,,,,
1876,2024.09.05 20:00:00,271451262,US30,sell,0.01 / 0.01,market,40883.67,40256.65,2024.09.05 20:00:00,filled,filled,505011,505011,505011,,,,,,,,
1877,2024.09.05 20:00:00,271451265,US30,buy,0.01 / 0.01,market,40448.69,41169.77,2024.09.05 20:00:00,filled,filled,505028,505028,505028,,,,,,,,
1878,2024.09.05 20:00:00,271451271,US30,sell,0.01 / 0.01,market,40811.50,40282.55,2024.09.05 20:00:00,filled,filled,505057,505057,505057,,,,,,,,
1879,2024.09.05 20:47:22,271464057,US30,buy,0.01 / 0.01,40811.50,,,2024.09.05 20:47:22,filled,filled,[sl 40811.50],[sl 40811.50],[sl 40811.50],,,,,,,,
1880,2024.09.06 12:00:00,271634320,US30,sell,0.01 / 0.01,market,40799.10,40368.68,2024.09.06 12:00:00,filled,filled,505035,505035,505035,,,,,,,,
1881,2024.09.06 15:30:08,271708352,US30,buy,0.01 / 0.01,40799.10,,,2024.09.06 15:30:08,filled,filled,[sl 40799.10],[sl 40799.10],[sl 40799.10],,,,,,,,
1882,2024.09.06 16:31:36,271796256,US30,buy,0.01 / 0.01,40883.67,,,2024.09.06 16:31:36,filled,filled,[sl 40883.67],[sl 40883.67],[sl 40883.67],,,,,,,,
1883,2024.09.06 17:53:15,271875510,SP500,sell,0.01 / 0.01,5427.52,,,2024.09.06 17:53:15,filled,filled,[sl 5427.52],[sl 5427.52],[sl 5427.52],,,,,,,,
1884,2024.09.06 17:55:08,271877146,US30,sell,0.01 / 0.01,40448.69,,,2024.09.06 17:55:08,filled,filled,[sl 40448.69],[sl 40448.69],[sl 40448.69],,,,,,,,
1885,2024.09.06 20:00:00,271950534,US30,sell,0.01 / 0.01,market,40576.52,39949.50,2024.09.06 20:00:00,filled,filled,505011,505011,505011,,,,,,,,
1886,2024.09.09 12:00:00,272230324,US30,buy,0.01 / 0.01,market,40343.40,40773.82,2024.09.09 12:00:00,filled,filled,505035,505035,505035,,,,,,,,
1887,2024.09.09 12:16:00,272237445,US30,buy,0.01 / 0.01,40576.52,,,2024.09.09 12:16:00,filled,filled,[sl 40576.52],[sl 40576.52],[sl 40576.52],,,,,,,,
1888,2024.09.09 17:11:00,272397571,US30,sell,0.01 / 0.01,40773.82,,,2024.09.09 17:11:00,filled,filled,[tp 40773.82],[tp 40773.82],[tp 40773.82],,,,,,,,
1889,2024.09.09 20:00:00,272496806,US30,sell,0.01 / 0.01,market,41198.02,40571.00,2024.09.09 20:00:00,filled,filled,505011,505011,505011,,,,,,,,
1890,2024.09.10 04:00:00,272568165,US30,buy,0.01 / 0.01,market,,,2024.09.10 04:00:00,filled,filled,505011,505011,505011,,,,,,,,
1891,2024.09.10 04:00:00,272568170,US30,buy,0.01 / 0.01,market,40601.38,41228.40,2024.09.10 04:00:00,filled,filled,505011,505011,505011,,,,,,,,
1892,2024.09.10 04:00:05,272568352,SP500,sell,0.01 / 0.01,market,5559.77,5383.70,2024.09.10 04:00:05,filled,filled,69025,69025,69025,,,,,,,,
1893,2024.09.10 17:11:35,272916626,US30,sell,0.01 / 0.01,40601.38,,,2024.09.10 17:11:35,filled,filled,[sl 40601.38],[sl 40601.38],[sl 40601.38],,,,,,,,
1894,2024.09.10 20:00:00,273026850,US30,sell,0.01 / 0.01,market,40758.47,40131.45,2024.09.10 20:00:00,filled,filled,505011,505011,505011,,,,,,,,
1895,2024.09.10 20:00:00,273026864,US30,sell,0.01 / 0.01,market,40717.59,40261.39,2024.09.10 20:00:00,filled,filled,505026,505026,505026,,,,,,,,
1896,2024.09.10 20:00:00,273026876,US30,buy,0.01 / 0.01,market,40323.99,41045.07,2024.09.10 20:00:00,filled,filled,505028,505028,505028,,,,,,,,
1897,2024.09.10 21:35:16,273048270,US30,buy,0.01 / 0.01,40717.59,,,2024.09.10 21:35:16,filled,filled,[sl 40717.59],[sl 40717.59],[sl 40717.59],,,,,,,,
1898,2024.09.10 23:07:53,273061036,US30,buy,0.01 / 0.01,40758.47,,,2024.09.10 23:07:53,filled,filled,[sl 40758.47],[sl 40758.47],[sl 40758.47],,,,,,,,
1899,2024.09.11 16:00:00,273390277,US30,sell,0.01 / 0.01,market,40767.70,40337.28,2024.09.11 16:00:00,filled,filled,505035,505035,505035,,,,,,,,
1900,2024.09.11 16:36:08,273427922,US30,buy,0.01 / 0.01,40337.28,,,2024.09.11 16:36:08,filled,filled,[tp 40337.28],[tp 40337.28],[tp 40337.28],,,,,,,,
1901,2024.09.11 16:39:40,273431506,US30,sell,0.01 / 0.01,40323.99,,,2024.09.11 16:39:40,filled,filled,[sl 40323.99],[sl 40323.99],[sl 40323.99],,,,,,,,
1902,2024.09.11 22:58:38,273608652,SP500,buy,0.01 / 0.01,5559.77,,,2024.09.11 22:58:38,filled,filled,[sl 5559.77],[sl 5559.77],[sl 5559.77],,,,,,,,
1903,2024.09.12 04:00:05,273634595,US30,sell,0.01 / 0.01,market,41060.55,40540.82,2024.09.12 04:00:05,filled,filled,505003,505003,505003,,,,,,,,
1904,2024.09.12 04:00:05,273634598,US30,buy,0.01 / 0.01,market,40674.82,41052.98,2024.09.12 04:00:05,filled,filled,505064,505064,505064,,,,,,,,
1905,2024.09.12 08:00:00,273682100,US30,buy,0.01 / 0.01,market,40719.50,41149.92,2024.09.12 08:00:00,filled,filled,505035,505035,505035,,,,,,,,
1906,2024.09.12 12:00:01,273788244,US30,sell,0.01 / 0.01,market,41085.04,40628.84,2024.09.12 12:00:01,filled,filled,505026,505026,505026,,,,,,,,
1907,2024.09.12 16:48:42,273989103,US30,sell,0.01 / 0.01,40719.50,,,2024.09.12 16:48:42,filled,filled,[sl 40719.50],[sl 40719.50],[sl 40719.50],,,,,,,,
1908,2024.09.12 17:00:11,274000752,US30,sell,0.01 / 0.01,40674.82,,,2024.09.12 17:00:11,filled,filled,[sl 40674.82],[sl 40674.82],[sl 40674.82],,,,,,,,
1909,2024.09.12 20:45:05,274134778,US30,buy,0.01 / 0.01,41060.55,,,2024.09.12 20:45:05,filled,filled,[sl 41060.55],[sl 41060.55],[sl 41060.55],,,,,,,,
1910,2024.09.12 20:52:05,274136625,US30,buy,0.01 / 0.01,41085.04,,,2024.09.12 20:52:05,filled,filled,[sl 41085.04],[sl 41085.04],[sl 41085.04],,,,,,,,
1911,2024.09.13 04:00:00,274205493,US30,buy,0.01 / 0.01,market,41012.05,41541.00,2024.09.13 04:00:01,filled,filled,505057,505057,505057,,,,,,,,
1912,2024.09.13 04:00:01,274205518,US30,buy,0.01 / 0.01,market,40911.77,41438.67,2024.09.13 04:00:01,filled,filled,505065,505065,505065,,,,,,,,
1913,2024.09.13 12:00:00,274365079,US30,buy,0.01 / 0.01,market,40901.20,41433.70,2024.09.13 12:00:00,filled,filled,505049,505049,505049,,,,,,,,
1914,2024.09.13 16:00:00,274468275,SP500,buy,0.01 / 0.01,market,5529.60,5722.34,2024.09.13 16:00:00,filled,filled,69007,69007,69007,,,,,,,,
1915,2024.09.13 17:43:22,274559441,US30,sell,0.01 / 0.01,41433.70,,,2024.09.13 17:43:22,filled,filled,[tp 41433.70],[tp 41433.70],[tp 41433.70],,,,,,,,
1916,2024.09.13 17:43:30,274559543,US30,sell,0.01 / 0.01,41438.67,,,2024.09.13 17:43:30,filled,filled,[tp 41438.67],[tp 41438.67],[tp 41438.67],,,,,,,,
1917,2024.09.13 20:00:00,274615732,US30,buy,0.01 / 0.01,market,41212.70,41656.51,2024.09.13 20:00:00,filled,filled,505007,505007,505007,,,,,,,,
1918,2024.09.16 04:00:00,274736573,US30,sell,0.01 / 0.01,market,,,2024.09.16 04:00:00,filled,filled,505007,505007,505007,,,,,,,,
1919,2024.09.16 04:00:01,274736654,SP500,sell,0.01 / 0.01,market,,,2024.09.16 04:00:01,filled,filled,69007,69007,69007,,,,,,,,
